bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
861	NR_105863	chr1	-	36293227	36293304	36293304	36293304	1	36293227,	36293304,	0	Mir6898	unk	unk	-1,
862	NM_001277076	chr1	+	36316836	36366656	36316836	36366455	53	36316836,36318231,36319061,36319717,36321274,36322400,36322932,36324023,36324909,36327330,36329630,36329983,36330636,36331726,36333131,36333262,36333436,36335073,36336848,36345899,36347042,36347762,36348017,36349299,36351054,36351474,36352428,36353040,36353318,36353687,36353925,36355407,36355774,36356107,36357102,36357324,36357635,36359321,36359478,36360136,36361012,36361418,36361910,36362269,36362647,36364225,36364524,36364787,36365142,36365318,36365672,36366026,36366284,	36316921,36318284,36319153,36319826,36321329,36322510,36323061,36324086,36324960,36327361,36329746,36330104,36330689,36331795,36333175,36333345,36333531,36335202,36337026,36346024,36347143,36347940,36348173,36349428,36351218,36351589,36352531,36353216,36353489,36353820,36354003,36355589,36355936,36356212,36357249,36357487,36357661,36359372,36359583,36360256,36361174,36361510,36362081,36362418,36362787,36364314,36364620,36364929,36365242,36365509,36365782,36366174,36366656,	0	Fer1l5	cmpl	cmpl	0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0,2,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,2,1,0,2,2,0,1,0,2,0,
862	NM_001310517	chr1	-	36367731	36389817	36368906	36389779	9	36367731,36369383,36372647,36372845,36373968,36383295,36384154,36388036,36389595,	36369049,36369503,36372762,36373007,36374001,36383378,36384272,36388155,36389817,	0	Lman2l	cmpl	cmpl	1,1,0,0,0,1,0,1,0,
862	NM_001013374	chr1	-	36367731	36389817	36368906	36389779	8	36367731,36369383,36372647,36372845,36383295,36384154,36388036,36389595,	36369049,36369503,36372762,36373007,36383378,36384272,36388155,36389817,	0	Lman2l	cmpl	cmpl	1,1,0,0,1,0,1,0,
107	NM_033570	chr1	+	36416142	36453322	36416238	36451152	7	36416142,36442535,36442940,36443956,36444430,36450146,36450954,	36417631,36442679,36443075,36444126,36444527,36450325,36453322,	0	Cnnm4	cmpl	cmpl	0,1,1,1,0,1,0,
863	NM_001039551	chr1	+	36456412	36472782	36456456	36468629	9	36456412,36463497,36464623,36465064,36465364,36465750,36466246,36468579,36469711,	36457699,36463641,36464773,36465234,36465461,36465884,36466385,36468678,36472782,	0	Cnnm3	cmpl	cmpl	0,1,1,1,0,1,0,1,-1,
863	NM_001331209	chr1	+	36456412	36472782	36456456	36469776	8	36456412,36463497,36464626,36465064,36465364,36465750,36466246,36469711,	36457699,36463641,36464773,36465234,36465461,36465884,36466385,36472782,	0	Cnnm3	cmpl	cmpl	0,1,1,1,0,1,0,1,
863	NM_053186	chr1	+	36456412	36472782	36456456	36469776	8	36456412,36463497,36464623,36465064,36465364,36465750,36466246,36469711,	36457699,36463641,36464773,36465234,36465461,36465884,36466385,36472782,	0	Cnnm3	cmpl	cmpl	0,1,1,1,0,1,0,1,
863	NM_153502	chr1	-	36474738	36480285	36476091	36480254	9	36474738,36476268,36476454,36476657,36476847,36477126,36478532,36478836,36480227,	36476187,36476367,36476553,36476756,36476946,36477252,36478661,36478983,36480285,	0	Ankrd23	cmpl	cmpl	0,0,0,0,0,0,0,0,0,
863	NM_001310521	chr1	-	36474738	36481102	36476091	36477213	9	36474738,36476268,36476454,36476657,36476847,36477126,36478532,36478836,36481042,	36476187,36476367,36476553,36476756,36476946,36477252,36478661,36478983,36481102,	0	Ankrd23	cmpl	cmpl	0,0,0,0,0,0,-1,-1,-1,
863	NM_001310533	chr1	-	36482716	36491798	36484019	36491731	4	36482716,36486369,36487307,36491631,	36484080,36486608,36487411,36491798,	0	Ankrd39	cmpl	cmpl	2,0,1,0,
863	NM_026241	chr1	-	36482716	36491798	36483936	36491731	4	36482716,36486404,36487307,36491631,	36484080,36486608,36487411,36491798,	0	Ankrd39	cmpl	cmpl	0,0,1,0,
863	NR_132321	chr1	-	36482716	36491798	36491798	36491798	4	36482716,36486404,36487307,36491455,	36484080,36486608,36487411,36491798,	0	Ankrd39	unk	unk	-1,-1,-1,-1,
863	NM_001304330	chr1	-	36493184	36502103	36494084	36500586	16	36493184,36495051,36495213,36496271,36496472,36496797,36497264,36497524,36497769,36498016,36498261,36498471,36498797,36500477,36501348,36501905,	36494914,36495122,36495374,36496384,36496695,36496942,36497440,36497676,36497886,36498113,36498360,36498534,36498946,36500623,36501631,36502103,	0	Sema4c	cmpl	cmpl	1,2,0,1,0,2,0,1,1,0,0,0,1,0,-1,-1,
863	NM_001126047	chr1	-	36493184	36502927	36494084	36500586	15	36493184,36495051,36495213,36496271,36496472,36496797,36497264,36497524,36497769,36498016,36498261,36498471,36498797,36500477,36502561,	36494914,36495122,36495374,36496384,36496695,36496942,36497440,36497676,36497886,36498113,36498360,36498534,36498946,36500623,36502927,	0	Sema4c	cmpl	cmpl	1,2,0,1,0,2,0,1,1,0,0,0,1,0,-1,
863	NM_001304329	chr1	-	36493184	36502103	36494084	36500586	15	36493184,36495051,36495213,36496271,36496472,36496797,36497264,36497524,36497769,36498016,36498261,36498471,36498797,36500477,36501905,	36494914,36495122,36495374,36496384,36496695,36496942,36497440,36497676,36497886,36498113,36498360,36498534,36498946,36500626,36502103,	0	Sema4c	cmpl	cmpl	1,2,0,1,0,2,0,1,1,0,0,0,1,0,-1,
863	NM_027957	chr1	-	36507241	36537878	36507533	36530509	6	36507241,36508875,36509376,36523064,36530461,36537743,	36507566,36509028,36509454,36523190,36530549,36537878,	0	Fam178b	cmpl	cmpl	0,0,0,0,0,-1,
107	NM_001126046	chr1	-	36507241	36627729	36507533	36605493	15	36507241,36508875,36509376,36523064,36530461,36544668,36544953,36545412,36552962,36576965,36579712,36588755,36603909,36605280,36627413,	36507566,36509028,36509454,36523190,36530549,36544766,36545130,36545497,36553077,36577050,36579818,36588908,36603971,36605595,36627729,	0	Fam178b	cmpl	cmpl	0,0,0,0,2,0,0,2,1,0,2,2,0,0,-1,
107	NM_201365	chr1	-	36544519	36627729	36544622	36605493	10	36544519,36544953,36545412,36552962,36576965,36579712,36588755,36603909,36605280,36627413,	36544766,36545130,36545497,36553077,36577050,36579818,36588908,36603971,36605595,36627729,	0	Fam178b	cmpl	cmpl	0,0,2,1,0,2,2,0,0,-1,
864	NM_009942	chr1	+	36636032	36637934	36636132	36637855	4	36636032,36636756,36636996,36637742,	36636235,36636830,36637096,36637934,	0	Cox5b	cmpl	cmpl	0,1,0,1,
864	NM_146107	chr1	-	36643747	36654471	36644621	36654399	11	36643747,36644882,36645081,36645679,36645966,36646230,36646604,36647020,36651415,36652736,36654351,	36644724,36644923,36645143,36645854,36646059,36646447,36646729,36647146,36651491,36652801,36654471,	0	Actr1b	cmpl	cmpl	2,0,1,0,0,2,0,0,2,0,0,
13	NR_040290	chr1	+	36659083	36702506	36702506	36702506	9	36659083,36663367,36667910,36669760,36678393,36686823,36689056,36690907,36702335,	36659243,36663430,36667997,36669844,36678495,36686922,36689207,36691117,36702506,	0	4933424G06Rik	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,
865	NM_009539	chr1	+	36706343	36727366	36715356	36727130	13	36706343,36715347,36716334,36722698,36722925,36723092,36723296,36723662,36724230,36725382,36725664,36725891,36727006,	36706488,36715758,36716495,36722837,36723010,36723136,36723348,36723858,36724437,36725575,36725805,36726004,36727366,	0	Zap70	cmpl	cmpl	-1,0,0,2,0,1,0,1,2,2,0,0,2,
865	NM_001289766	chr1	+	36709060	36727366	36709150	36727130	13	36709060,36715347,36716334,36722698,36722925,36723092,36723296,36723662,36724230,36725382,36725664,36725891,36727006,	36709213,36715758,36716495,36722837,36723010,36723136,36723348,36723858,36724437,36725575,36725805,36726004,36727366,	0	Zap70	cmpl	cmpl	0,0,0,2,0,1,0,1,2,2,0,0,2,
865	NM_001289765	chr1	+	36711479	36727366	36715356	36727130	13	36711479,36715347,36716334,36722698,36722925,36723092,36723296,36723662,36724230,36725382,36725664,36725891,36727006,	36711667,36715758,36716495,36722837,36723010,36723136,36723348,36723858,36724437,36725575,36725805,36726004,36727366,	0	Zap70	cmpl	cmpl	-1,0,0,2,0,1,0,1,2,2,0,0,2,
865	NM_001289612	chr1	+	36723529	36727366	36723697	36727130	6	36723529,36724230,36725382,36725664,36725891,36727006,	36723858,36724437,36725575,36725805,36726004,36727366,	0	Zap70	cmpl	cmpl	0,2,2,0,0,2,
108	NM_018872	chr1	-	36736734	36884073	36737466	36883891	41	36736734,36738589,36739349,36739646,36739840,36740707,36743487,36743824,36746370,36749013,36752429,36753372,36754826,36755953,36756706,36757102,36760000,36760432,36760654,36763203,36763438,36763608,36767612,36769261,36769757,36769974,36771556,36771807,36772610,36774111,36778041,36779161,36779307,36782504,36784934,36786139,36799389,36817057,36825879,36833809,36883710,	36737751,36738744,36739447,36739743,36739962,36740870,36743637,36743949,36746498,36749192,36753022,36753531,36755012,36756140,36756849,36757254,36760067,36760542,36760793,36763321,36763514,36763761,36767699,36769366,36769892,36770085,36771727,36771961,36772719,36774220,36778103,36779218,36779458,36782585,36785057,36786256,36799513,36817126,36825920,36833871,36884073,	0	Tmem131	cmpl	cmpl	0,1,2,1,2,1,1,2,0,1,2,2,2,1,2,0,2,0,2,1,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,2,2,0,1,0,
868	NM_001282010	chr1	+	37162823	37207930	37176790	37206642	8	37162823,37163973,37176754,37186372,37189378,37198502,37202538,37205242,	37162987,37164084,37176891,37186486,37189558,37198610,37202645,37207930,	0	Cnga3	cmpl	cmpl	-1,-1,0,2,2,2,2,1,
868	NM_009918	chr1	+	37163750	37207930	37176790	37206642	6	37163750,37176754,37189378,37198502,37202538,37205242,	37164084,37176891,37189558,37198610,37202645,37207930,	0	Cnga3	cmpl	cmpl	-1,0,2,2,2,1,
869	NM_030266	chr1	+	37244383	37355286	37302464	37352805	26	37244383,37301888,37302360,37303053,37308655,37310708,37311084,37311415,37312302,37312822,37313903,37316247,37316856,37318817,37322123,37323386,37324467,37327884,37332243,37333332,37334195,37334594,37337488,37340615,37343311,37352672,	37244664,37301950,37302570,37303098,37308774,37310825,37311164,37311527,37312393,37312970,37314034,37316352,37316965,37318835,37322307,37323605,37324606,37327917,37332416,37333456,37334322,37334735,37337586,37340728,37343466,37355286,	0	Inpp4a	cmpl	cmpl	-1,-1,0,1,1,0,0,2,0,1,2,1,1,2,2,0,0,1,1,0,1,2,2,1,0,2,
869	NM_001290797	chr1	+	37244383	37355286	37302464	37352805	26	37244383,37301888,37302360,37303053,37308655,37310708,37311084,37311415,37312302,37312822,37313903,37316247,37316856,37318820,37322123,37323386,37324467,37327884,37332243,37333332,37334195,37334594,37337488,37340615,37343311,37352672,	37244664,37301950,37302570,37303098,37308774,37310825,37311164,37311527,37312393,37312970,37314034,37316352,37316965,37318835,37322307,37323605,37324723,37327917,37332416,37333456,37334322,37334735,37337586,37340728,37343466,37355286,	0	Inpp4a	cmpl	cmpl	-1,-1,0,1,1,0,0,2,0,1,2,1,1,2,2,0,0,1,1,0,1,2,2,1,0,2,
869	NM_001290799	chr1	+	37313762	37348988	37313880	37348175	15	37313762,37316247,37316856,37318820,37322123,37323386,37324467,37332243,37333332,37334195,37334594,37337488,37340615,37343311,37347994,	37314034,37316352,37316965,37318835,37322307,37323605,37324606,37332416,37333456,37334322,37334735,37337586,37340728,37343466,37348988,	0	Inpp4a	cmpl	cmpl	0,1,1,2,2,0,0,1,0,1,2,2,1,0,2,
869	NM_001290798	chr1	+	37313762	37348988	37313880	37348175	15	37313762,37316247,37316856,37318817,37322123,37323386,37324467,37332243,37333332,37334195,37334594,37337488,37340615,37343311,37347994,	37314034,37316352,37316965,37318835,37322307,37323605,37324606,37332416,37333456,37334322,37334735,37337586,37340728,37343466,37348988,	0	Inpp4a	cmpl	cmpl	0,1,1,2,2,0,0,1,0,1,2,2,1,0,2,
869	NM_172971	chr1	+	37313762	37348988	37313880	37348175	16	37313762,37316247,37316856,37318817,37322123,37323386,37324467,37327884,37332243,37333332,37334195,37334594,37337488,37340615,37343311,37347994,	37314034,37316352,37316965,37318835,37322307,37323605,37324606,37327917,37332416,37333456,37334322,37334735,37337586,37340728,37343466,37348988,	0	Inpp4a	cmpl	cmpl	0,1,1,2,2,0,0,1,1,0,1,2,2,1,0,2,
870	NM_198006	chr1	-	37361630	37374649	37365131	37374513	3	37361630,37372887,37374414,	37365173,37372971,37374649,	0	Coa5	cmpl	cmpl	0,0,0,
870	NM_026123	chr1	+	37374717	37383670	37375842	37383364	6	37374717,37375838,37377096,37381707,37381922,37383227,	37375039,37376122,37377217,37381847,37382024,37383670,	0	Unc50	cmpl	cmpl	-1,0,1,2,1,1,
870	NM_001290801	chr1	-	37383885	37480950	37389204	37480678	15	37383885,37389352,37393641,37394874,37396776,37397067,37399289,37401135,37407437,37408966,37411082,37434805,37440418,37443145,37480584,	37389231,37389465,37393708,37394953,37396970,37397175,37399420,37401250,37407513,37409080,37411129,37434939,37440559,37443286,37480950,	0	Mgat4a	cmpl	cmpl	0,1,0,2,0,0,1,0,2,2,0,1,1,1,0,
870	NM_173870	chr1	-	37383885	37485562	37389204	37480678	16	37383885,37389352,37393641,37394874,37396776,37397067,37399289,37401135,37407437,37408966,37411082,37434805,37440418,37443118,37480584,37485510,	37389231,37389465,37393708,37394953,37396970,37397175,37399420,37401250,37407513,37409080,37411129,37434939,37440559,37443286,37480950,37485562,	0	Mgat4a	cmpl	cmpl	0,1,0,2,0,0,1,0,2,2,0,1,1,1,0,-1,
870	NR_024017	chr1	-	37430396	37433151	37433151	37433151	1	37430396,	37433151,	0	4930594C11Rik	unk	unk	-1,
108	NM_028096	chr1	-	37556221	37664357	37556802	37589176	10	37556221,37557882,37559026,37568306,37572762,37575866,37576361,37582406,37589106,37664115,	37556942,37558027,37559214,37570614,37572972,37576028,37576497,37582575,37589186,37664357,	0	2010300C02Rik	cmpl	cmpl	1,0,1,0,0,0,2,1,0,-1,
13	NM_207228	chr1	-	37699117	37809628	37700042	37785781	20	37699117,37705494,37705975,37707852,37728362,37746265,37749174,37751482,37755517,37760077,37764070,37778731,37779803,37779967,37785044,37785730,37787000,37793776,37799790,37809568,	37700067,37705641,37706080,37708055,37728572,37746451,37749285,37751651,37755573,37760232,37764186,37778883,37779881,37780138,37785203,37785898,37787066,37793992,37799919,37809628,	0	Tsga10	cmpl	cmpl	2,2,2,0,0,0,0,2,0,1,2,0,0,0,0,0,-1,-1,-1,-1,
13	NM_001290721	chr1	-	37705369	37799919	37705490	37785781	18	37705369,37705975,37707852,37728362,37746265,37749174,37751482,37755517,37760077,37764070,37778731,37779803,37779967,37785044,37785730,37787000,37793776,37799790,	37705641,37706080,37708055,37728572,37746451,37749285,37751651,37755573,37760232,37764186,37778883,37779881,37780138,37785203,37785898,37787066,37793992,37799919,	0	Tsga10	cmpl	cmpl	2,2,0,0,0,0,2,0,1,2,0,0,0,0,0,-1,-1,-1,
13	NM_001290720	chr1	-	37705369	37809844	37705490	37785781	18	37705369,37705975,37707852,37746265,37749174,37751482,37755517,37760077,37764070,37778731,37779803,37779967,37785044,37785730,37787000,37793776,37799790,37809651,	37705641,37706080,37708055,37746451,37749285,37751651,37755573,37760232,37764186,37778883,37779881,37780138,37785203,37785898,37787066,37793992,37799919,37809844,	0	Tsga10	cmpl	cmpl	2,2,0,0,0,2,0,1,2,0,0,0,0,0,-1,-1,-1,-1,
13	NR_110976	chr1	-	37746008	37799919	37799919	37799919	13	37746008,37749174,37751482,37755517,37764070,37778731,37779803,37779967,37785044,37785730,37787000,37793776,37799790,	37746451,37749285,37751651,37755573,37764186,37778883,37779881,37780138,37785203,37785898,37787066,37793992,37799919,	0	Tsga10	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
873	NM_001037918	chr1	+	37816751	37820844	37819410	37820532	2	37816751,37819409,	37816871,37820844,	0	Lipt1	cmpl	cmpl	-1,0,
873	NM_026913	chr1	-	37823435	37834957	37823813	37834856	7	37823435,37824105,37825478,37826244,37827107,37829760,37834705,	37823909,37824166,37825594,37826331,37827244,37829862,37834957,	0	Mitd1	cmpl	cmpl	0,2,0,0,1,1,0,
873	NM_027098	chr1	+	37835098	37842879	37838510	37842810	6	37835098,37837488,37838484,37839875,37842233,37842606,	37835130,37837569,37838561,37839956,37842380,37842879,	0	Mrpl30	cmpl	cmpl	-1,-1,0,0,0,0,
873	NM_001033427	chr1	-	37850468	37861039	37852102	37860308	6	37850468,37853414,37854441,37855604,37860265,37860781,	37852221,37853553,37854638,37855748,37860338,37861039,	0	Lyg2	cmpl	cmpl	1,0,1,1,0,-1,
874	NM_027111	chr1	-	37891283	37902305	37891430	37897328	6	37891283,37891722,37894341,37895202,37897285,37902280,	37891549,37891855,37894535,37895307,37897360,37902305,	0	Lyg1	cmpl	cmpl	1,0,1,1,0,-1,
874	NM_172054	chr1	-	37928412	37941754	37932207	37940367	5	37928412,37934748,37938537,37940178,37941654,	37932325,37935003,37938656,37940387,37941754,	0	Txndc9	cmpl	cmpl	2,2,0,0,-1,
874	NM_198303	chr1	+	37942555	38000125	37942835	37996259	24	37942555,37962351,37962570,37963410,37966139,37966709,37976822,37977613,37978574,37980538,37981748,37982092,37985218,37986242,37989249,37989869,37990193,37991157,37993338,37993562,37993721,37994732,37995668,37996151,	37942870,37962477,37962655,37964080,37966357,37966860,37976921,37977703,37978649,37980819,37981856,37982203,37985286,37986384,37989381,37990052,37990355,37991289,37993470,37993639,37993886,37994871,37995830,38000125,	0	Eif5b	cmpl	cmpl	0,2,2,0,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,
109	NM_019570	chr1	-	37997331	38074208	37997632	38053003	23	37997331,37998161,37998385,37998629,37999290,37999836,38000809,38001262,38002219,38003667,38007660,38012045,38015888,38018860,38023835,38028249,38030090,38032516,38036608,38043398,38052113,38052949,38074007,	37997744,37998264,37998542,37998841,37999411,38000070,38001012,38001428,38002322,38003840,38007881,38012165,38016043,38018989,38023944,38028366,38030198,38033220,38036761,38043567,38052240,38053013,38074208,	0	Rev1	cmpl	cmpl	2,1,0,1,0,0,1,0,2,0,1,1,2,2,1,1,1,2,2,1,0,0,-1,
109	NM_001290814	chr1	-	38120536	38571790	38123994	38571687	22	38120536,38125805,38126160,38129870,38131481,38135716,38138111,38148356,38149435,38152451,38154098,38162808,38197186,38214255,38264657,38274417,38286266,38351041,38479451,38479956,38481371,38571634,	38124116,38126029,38126210,38129964,38131553,38135853,38138175,38148484,38149637,38152576,38155193,38163001,38197227,38214307,38264709,38274454,38286347,38351089,38479837,38480269,38481492,38571790,	0	Aff3	cmpl	cmpl	1,2,0,2,2,0,2,0,2,0,0,2,0,2,1,0,0,0,1,0,2,0,
880	NM_001029878	chr1	-	38739054	38765761	38742574	38765761	11	38739054,38745196,38748784,38751586,38752381,38756257,38757089,38757758,38760510,38762607,38765692,	38742769,38745346,38748947,38751745,38752503,38756372,38757186,38757966,38760666,38762730,38765761,	0	Lonrf2	cmpl	cmpl	0,0,2,2,0,2,1,0,0,0,0,
881	NM_145142	chr1	-	38808418	38842706	38810043	38840504	7	38808418,38812526,38816146,38818494,38828895,38840482,38842435,	38810581,38812632,38816381,38818586,38829027,38840602,38842706,	0	Chst10	cmpl	cmpl	2,1,0,1,1,0,-1,
881	NM_001311788	chr1	+	38883694	38894822	38883831	38893213	9	38883694,38886056,38886412,38888601,38890601,38891500,38892105,38893174,38894428,	38883907,38886112,38886463,38888655,38890685,38891536,38892147,38893221,38894822,	0	Nms	cmpl	cmpl	0,1,0,0,0,0,0,0,-1,
881	NM_001011684	chr1	+	38883694	38894822	38883831	38893213	10	38883694,38886056,38886412,38888483,38888601,38890601,38891500,38892105,38893174,38894428,	38883907,38886112,38886463,38888507,38888655,38890685,38891536,38892147,38893221,38894822,	0	Nms	cmpl	cmpl	0,1,0,0,0,0,0,0,0,-1,
882	NM_026850	chr1	+	38932359	38941782	38932389	38940829	6	38932359,38935791,38939460,38939790,38940280,38940686,	38932395,38935921,38939551,38939934,38940489,38941782,	0	Pdcl3	cmpl	cmpl	0,0,1,2,2,1,
883	NR_105767	chr1	-	39131441	39131538	39131538	39131538	1	39131441,	39131538,	0	Mir6349	unk	unk	-1,
110	NM_008719	chr1	+	39138817	39307786	39207889	39306553	21	39138817,39207864,39232013,39237232,39245189,39256386,39257500,39268985,39269841,39270633,39272852,39275482,39278355,39279248,39280540,39282598,39289814,39292036,39292977,39304194,39306400,	39139288,39207921,39232162,39237324,39245279,39256507,39257614,39269104,39269924,39270740,39273000,39275567,39278497,39279358,39280642,39282745,39290012,39292227,39293070,39304369,39307786,	0	Npas2	cmpl	cmpl	-1,0,2,1,0,0,1,1,0,2,1,2,0,1,0,0,0,0,2,2,0,
884	NM_001252218	chr1	+	39312396	39316456	39312694	39315879	4	39312396,39314559,39315499,39315847,	39312801,39314685,39315612,39316456,	0	Rpl31	cmpl	cmpl	0,2,2,1,
884	NM_001252219	chr1	+	39312396	39316456	39312694	39315879	5	39312396,39312694,39314559,39315499,39315847,	39312552,39312801,39314685,39315612,39316456,	0	Rpl31	cmpl	cmpl	-1,0,2,2,1,
884	NM_053257	chr1	+	39312396	39316456	39312694	39315879	5	39312396,39312694,39314559,39315499,39315847,	39312480,39312801,39314685,39315612,39316456,	0	Rpl31	cmpl	cmpl	-1,0,2,2,1,
110	NM_018775	chr1	-	39316042	39423293	39316894	39423112	20	39316042,39318272,39318627,39320969,39321423,39324000,39324540,39324773,39325822,39329666,39330543,39333853,39335662,39336602,39338610,39347228,39349836,39351297,39370613,39422985,	39317332,39318370,39318717,39321035,39321664,39324069,39324639,39324903,39326108,39329784,39330758,39334004,39335833,39336800,39338818,39347469,39350065,39351416,39370724,39423293,	0	Tbc1d8	cmpl	cmpl	0,1,1,1,0,0,0,2,1,0,1,0,0,0,2,1,0,1,1,0,
886	NM_028043	chr1	+	39480347	39491423	39480384	39489812	7	39480347,39481961,39482816,39484418,39486945,39489437,39489614,	39480883,39482126,39482969,39484621,39487148,39489534,39491423,	0	Cnot11	cmpl	cmpl	0,1,1,1,0,2,0,
886	NR_028555	chr1	-	39493292	39493386	39493386	39493386	1	39493292,	39493386,	0	Snord89	unk	unk	-1,
886	NM_001033135	chr1	-	39495841	39521893	39497017	39521820	7	39495841,39500023,39502860,39505238,39508593,39509627,39521372,	39497061,39500216,39502957,39505321,39508662,39509878,39521893,	0	Rnf149	cmpl	cmpl	1,0,2,0,0,1,0,
110	NM_170597	chr1	-	39562951	39595728	39567641	39595486	4	39562951,39569415,39592321,39595051,	39567789,39569529,39592491,39595728,	0	Creg2	cmpl	cmpl	2,2,0,0,
887	NM_001145660	chr1	-	39609846	39665535	39610008	39665488	15	39609846,39614815,39616731,39623202,39625387,39627454,39628145,39630040,39633118,39634636,39640443,39654703,39655923,39662963,39665423,	39610203,39615129,39616846,39623297,39625544,39627513,39628296,39630154,39633196,39634747,39640507,39654790,39655985,39663087,39665535,	0	Rfx8	cmpl	cmpl	0,1,0,1,0,1,0,0,0,0,2,2,0,2,0,
888	NM_001177348	chr1	-	39748686	39749878	39748728	39749723	2	39748686,39749718,	39748885,39749878,	0	Gm3646	cmpl	cmpl	2,0,
888	NR_040465	chr1	-	39786973	39791876	39791876	39791876	5	39786973,39788563,39789773,39790210,39791854,	39787102,39788649,39789885,39790392,39791876,	0	1700066B17Rik	unk	unk	-1,-1,-1,-1,-1,
13	NM_001252200	chr1	+	39845458	39970856	39845775	39969258	32	39845458,39846054,39906723,39918472,39921252,39925105,39927684,39928428,39929727,39931170,39933515,39934634,39941566,39944433,39945169,39945975,39948302,39949352,39951216,39951978,39952876,39954233,39955102,39958651,39959072,39961655,39964089,39965629,39967250,39967905,39968855,39969174,	39845832,39846120,39906780,39918598,39921363,39925196,39927815,39928483,39929806,39931346,39933588,39934845,39941728,39944520,39945295,39946137,39948533,39949459,39951368,39952076,39952885,39954409,39955223,39958769,39959243,39961799,39964224,39965730,39967400,39968065,39968995,39970856,	0	Map4k4	cmpl	cmpl	0,0,0,0,0,0,1,0,1,2,1,2,0,0,0,0,0,0,2,1,0,0,2,0,1,1,1,1,0,0,1,0,
13	NM_008696	chr1	+	39845458	39970856	39845775	39969258	31	39845458,39846054,39906723,39918472,39921252,39925105,39927684,39928428,39929727,39931170,39933515,39934634,39941566,39944433,39945169,39948302,39949352,39951216,39951978,39952876,39954233,39955102,39958651,39959072,39961655,39964089,39965629,39967250,39967905,39968855,39969174,	39845832,39846120,39906780,39918598,39921363,39925196,39927815,39928483,39929806,39931346,39933588,39934845,39941728,39944520,39945295,39948533,39949459,39951368,39952076,39952885,39954409,39955223,39958769,39959243,39961799,39964224,39965730,39967400,39968065,39968995,39970856,	0	Map4k4	cmpl	cmpl	0,0,0,0,0,0,1,0,1,2,1,2,0,0,0,0,0,2,1,0,0,2,0,1,1,1,1,0,0,1,0,
13	NM_001252202	chr1	+	39845458	39970856	39845775	39969258	30	39845458,39846054,39906723,39918472,39921252,39925105,39927684,39928428,39929727,39931170,39933515,39934634,39941566,39944433,39945169,39945975,39949352,39951216,39951978,39954233,39955102,39958651,39959072,39961655,39964089,39965629,39967250,39967905,39968855,39969174,	39845832,39846120,39906780,39918598,39921363,39925196,39927815,39928483,39929806,39931346,39933588,39934845,39941728,39944520,39945295,39946137,39949459,39951368,39952076,39954409,39955223,39958769,39959243,39961799,39964224,39965730,39967400,39968065,39968995,39970856,	0	Map4k4	cmpl	cmpl	0,0,0,0,0,0,1,0,1,2,1,2,0,0,0,0,0,2,1,0,2,0,1,1,1,1,0,0,1,0,
13	NM_001252201	chr1	+	39845458	39970856	39845775	39969258	31	39845458,39846054,39906723,39918472,39921252,39925105,39927684,39928428,39929727,39931170,39933515,39934634,39941566,39944433,39945169,39949352,39951216,39951978,39952876,39954233,39955102,39956195,39958651,39959072,39961655,39964089,39965629,39967250,39967905,39968855,39969174,	39845832,39846120,39906780,39918598,39921363,39925196,39927815,39928483,39929806,39931346,39933588,39934845,39941728,39944520,39945295,39949459,39951368,39952076,39952885,39954409,39955223,39956387,39958769,39959243,39961799,39964224,39965730,39967400,39968065,39968995,39970856,	0	Map4k4	cmpl	cmpl	0,0,0,0,0,0,1,0,1,2,1,2,0,0,0,0,2,1,0,0,2,0,0,1,1,1,1,0,0,1,0,
890	NR_037980	chr1	-	40020757	40030397	40030397	40030397	4	40020757,40029512,40029689,40030158,	40021184,40029560,40029833,40030397,	0	Gm16894	unk	unk	-1,-1,-1,-1,
890	NM_010555	chr1	+	40029313	40069771	40046974	40069753	9	40029313,40046934,40049809,40056500,40059569,40062500,40065454,40067667,40069586,	40029365,40047083,40050068,40056681,40059744,40062563,40065590,40067810,40069771,	0	Il1r2	cmpl	cmpl	-1,0,1,2,0,1,1,2,1,
111	NM_008362	chr1	+	40169625	40260723	40169849	40257939	11	40169625,40226778,40237665,40238003,40239303,40242454,40245305,40246823,40254831,40256892,40257520,	40169852,40226842,40237903,40238193,40239472,40242520,40245423,40246975,40254975,40257060,40260723,	0	Il1r1	cmpl	cmpl	0,0,1,2,0,1,1,2,1,1,1,
111	NM_001123382	chr1	+	40211131	40260723	40226784	40257939	11	40211131,40226778,40237665,40238003,40239303,40242454,40245305,40246823,40254831,40256892,40257520,	40211427,40226842,40237903,40238193,40239472,40242520,40245423,40246975,40254975,40257060,40260723,	0	Il1r1	cmpl	cmpl	-1,0,1,2,0,1,1,2,1,1,1,
